"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",20,115,865,0,1,0.11734693877551,0.0514966816495537
"cox.lambda.min",15,936,44,5,0.75,0.955102040816327,0.418947101248747
"cens.prop",0.4375,0.2925,0.27,0,0,0,0
