"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",8,969,11,12,0.4,0.988775510204082,0.398671905119352
"cox.lambda.min",11,929,51,9,0.55,0.947959183673469,0.289084308000412
"cens.prop",0.4325,0.285,0.2825,0,0,0,0
