"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",10,962,18,10,0.5,0.981632653061224,0.408725572188049
"cox.lambda.min",15,918,62,5,0.75,0.936734693877551,0.360637439660509
"cens.prop",0.3675,0.325,0.3075,0,0,0,0
