"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",20,774,206,0,1,0.789795918367347,0.264373682698004
"cox.lambda.min",13,928,52,7,0.65,0.946938775510204,0.338996599910128
"cens.prop",0.4425,0.28,0.2775,0,0,0,0
