"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",14,897,83,6,0.7,0.91530612244898,0.291064694605328
"cox.lambda.min",12,938,42,8,0.6,0.957142857142857,0.345105717581234
"cens.prop",0.435,0.285,0.28,0,0,0,0
