"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",18,924,56,2,0.9,0.942857142857143,0.450775863622707
"cox.lambda.min",12,930,50,8,0.6,0.948979591836735,0.318703601852913
"cens.prop",0.465,0.2575,0.2775,0,0,0,0
