"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,979,1,20,0,0.998979591836735,-0.0045197999797738
"cox.lambda.min",12,932,48,8,0.6,0.951020408163265,0.324830026697086
"cens.prop",0.4525,0.295,0.2525,0,0,0,0
