"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",19,492,488,1,0.95,0.502040816326531,0.126583834395114
"cox.lambda.min",11,929,51,9,0.55,0.947959183673469,0.289084308000412
"cens.prop",0.4325,0.265,0.3025,0,0,0,0
