"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",20,24,956,0,1,0.0244897959183673,0.0224017874352564
"cox.lambda.min",15,919,61,5,0.75,0.937755102040816,0.363344905073885
"cens.prop",0.4425,0.255,0.3025,0,0,0,0
