"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",6,979,1,14,0.3,0.998979591836735,0.502048803148468
"cox.lambda.min",14,918,62,6,0.7,0.936734693877551,0.336390535261282
"cens.prop",0.41,0.3275,0.2625,0,0,0,0
