"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,18,0,2,0,1,NA
"casebase.lambda.1se",0,18,0,2,0,1,NA
"casebase.lambda.0.5se",0,18,0,2,0,1,NA
"casebase.lambda.min0.5se",1,10,8,1,0.5,0.555555555555556,0.0335012605086404
"casebase.lambda.min1se",2,7,11,0,1,0.388888888888889,0.244599795235114
"cox",2,6,12,0,1,0.333333333333333,0.218217890235992
