"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",1,15,3,1,0.5,0.833333333333333,0.25
"casebase.lambda.1se",0,18,0,2,0,1,NA
"casebase.lambda.0.5se",0,18,0,2,0,1,NA
"casebase.lambda.min0.5se",1,7,11,1,0.5,0.388888888888889,-0.0680413817439772
"casebase.lambda.min1se",1,4,14,1,0.5,0.222222222222222,-0.192450089729875
"cox",1,5,13,1,0.5,0.277777777777778,-0.145478593490662
