"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,18,0,2,0,1,NA
"casebase.lambda.1se",0,18,0,2,0,1,NA
"casebase.lambda.0.5se",0,18,0,2,0,1,NA
"casebase.lambda.min0.5se",1,16,2,1,0.5,0.888888888888889,0.326732019606536
"casebase.lambda.min1se",2,11,7,0,1,0.611111111111111,0.368513865595044
"cox",2,5,13,0,1,0.277777777777778,0.192450089729875
