"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",1,17,1,1,0.5,0.944444444444444,0.444444444444444
"casebase.lambda.1se",0,18,0,2,0,1,NA
"casebase.lambda.0.5se",0,18,0,2,0,1,NA
"casebase.lambda.min0.5se",1,15,3,1,0.5,0.833333333333333,0.25
"casebase.lambda.min1se",1,14,4,1,0.5,0.777777777777778,0.192450089729875
"cox",1,13,5,1,0.5,0.722222222222222,0.145478593490662
