"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,17,1,2,0,0.944444444444444,-0.0764719112901873
"casebase.lambda.1se",0,18,0,2,0,1,NA
"casebase.lambda.0.5se",0,18,0,2,0,1,NA
"casebase.lambda.min0.5se",1,17,1,1,0.5,0.944444444444444,0.444444444444444
"casebase.lambda.min1se",2,16,2,0,1,0.888888888888889,0.666666666666667
"cox",2,6,12,0,1,0.333333333333333,0.218217890235992
