"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,17,1,0,1,0.944444444444444,0.793492047615872
"casebase.lambda.1se",0,18,0,2,0,1,NA
"casebase.lambda.0.5se",0,18,0,2,0,1,NA
"casebase.lambda.min0.5se",2,13,5,0,1,0.722222222222222,0.454256762579498
"casebase.lambda.min1se",2,10,8,0,1,0.555555555555556,0.333333333333333
"cox",2,8,10,0,1,0.444444444444444,0.272165526975909
