"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",1,18,0,1,0.5,1,0.688247201611685
"casebase.lambda.1se",0,18,0,2,0,1,NA
"casebase.lambda.0.5se",0,18,0,2,0,1,NA
"casebase.lambda.min0.5se",2,16,2,0,1,0.888888888888889,0.666666666666667
"casebase.lambda.min1se",2,15,3,0,1,0.833333333333333,0.577350269189626
"cox",2,11,7,0,1,0.611111111111111,0.368513865595044
