"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,16,2,2,0,0.888888888888889,-0.111111111111111
"casebase.lambda.1se",0,18,0,2,0,1,NA
"casebase.lambda.0.5se",0,18,0,2,0,1,NA
"casebase.lambda.min0.5se",0,14,4,2,0,0.777777777777778,-0.166666666666667
"casebase.lambda.min1se",0,13,5,2,0,0.722222222222222,-0.192450089729875
"cox",1,12,6,1,0.5,0.666666666666667,0.104828483672192
