"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,17,1,2,0,0.944444444444444,-0.0764719112901873
"casebase.lambda.1se",0,18,0,2,0,1,NA
"casebase.lambda.0.5se",0,18,0,2,0,1,NA
"casebase.lambda.min0.5se",2,13,5,0,1,0.722222222222222,0.454256762579498
"casebase.lambda.min1se",2,9,9,0,1,0.5,0.301511344577764
"cox",1,11,7,1,0.5,0.611111111111111,0.0680413817439772
