"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,15,3,2,0,0.833333333333333,-0.140028008402801
"casebase.lambda.1se",0,18,0,2,0,1,NA
"casebase.lambda.0.5se",0,18,0,2,0,1,NA
"casebase.lambda.min0.5se",0,13,5,2,0,0.722222222222222,-0.192450089729875
"casebase.lambda.min1se",1,10,8,1,0.5,0.555555555555556,0.0335012605086404
"cox",1,5,13,1,0.5,0.277777777777778,-0.145478593490662
