Sensitivity,Specificity,MCC,Coefficient_Bias
0.7060000000000004,0.8479999999999994,0.5659063389408057,3.880821635324791
0.7060000000000004,0.8479999999999994,0.5659063389408057,3.8828273069549346
0.5980000000000005,0.7060000000000004,0.30893776080552177,4.235201925221299
0.7859999999999998,0.6100000000000005,0.4094068796247467,4.226844790396837
0.40600000000000025,0.8499999999999994,0.2879315978708237,4.351754087241666
0.4019999999999999,0.8499999999999994,0.28411453825404814,4.33604111810794
0.5500000000000003,0.7440000000000001,0.31166822720463516,4.298185414548146
0.41000000000000014,0.752,0.1867246634996613,4.278434338152072
