"","V1","V2","V3","V4","V5"
"2.37931e-05",8418.69696385991,8397.97627604967,7164.70336716383,7092.87841206767,7882.68846047668
"2.61129e-05",8340.30921732833,7852.50446365986,7788.12053647679,6053.45844940822,7934.23556592104
"2.86589e-05",8431.37812435573,7066.92611054282,8242.21398989698,7004.25606782261,8089.484147125
"3.14531e-05",7543.40591553275,7553.85204804329,7662.01603941685,6492.38848288089,8307.42049320184
"3.45197e-05",8170.85614447398,6931.36284658509,7681.21073395908,6896.97043893191,7468.1226182051
"3.78853e-05",7007.03907133299,7898.37612349961,7507.56972786626,6965.75368016321,7355.51928610808
"4.15791e-05",6892.77286565074,8129.45319729061,7475.51487722378,6986.38973008708,8048.84982789622
"4.5633e-05",7956.45126350134,7588.15644278687,8276.74348417025,7229.95847482838,8492.33258610009
"5.00822e-05",7927.51281723539,7103.8577226198,7218.97828989704,6911.61229090096,8443.3493377956
"5.49651e-05",7261.99245164132,8295.64660679116,7272.5862381499,6483.29562869462,8356.29411113228
"6.03242e-05",8436.83037930642,7398.31335874924,7811.32363502752,5344.5192359776,7939.34214810249
"6.62057e-05",7932.5999019181,7690.34926883188,7215.80205871537,6847.97111635077,8455.1646534408
"7.26607e-05",7501.42869084941,8062.09394668933,7576.76931865345,6925.84155960573,7736.30739042324
"7.9745e-05",7901.98004583286,8370.60145352424,7915.99078075925,7115.82886395686,8232.15805452384
"8.752e-05",8007.07988225955,7783.72744472181,7886.26248371491,7318.91160775578,8361.03018790126
"9.60531e-05",8359.77867903597,8286.3070680368,8229.49032679923,7077.80631163157,7949.91202439555
"0.0001054182",7201.21408526222,7376.85034963815,7767.01008814332,6280.16637675999,7742.83799566236
"0.0001156963",7625.60809090478,7800.21679915674,6928.25939271812,7043.13617889735,8313.54269727788
"0.0001269766",8356.6600271994,7730.01982128654,7112.45574473457,6508.12012142064,7938.1286838581
"0.0001393567",7312.543717908,8587.78715212815,7808.12943467937,7206.93129256486,7410.88507505913
"0.0001529438",8048.54617452243,8189.03345345163,7601.03334863313,7029.08143876547,7072.4474080081
"0.0001678556",7225.45754636937,7028.4736838073,7248.07845949213,6497.4027607351,8349.96418050385
"0.0001842213",8260.73678870255,7894.95804324197,6975.38003983248,7125.94215854639,8448.7426641883
"0.0002021827",8603.21004958824,7303.4600878758,7838.82764240398,6854.70273500293,8046.62740823914
"0.0002218952",7605.66837001087,8165.27854452248,7352.56430729994,7856.66272938402,7684.29348179544
"0.0002435297",8442.02823346314,8104.79061626107,7623.05854697827,8121.69077674204,8693.2111905674
"0.0002672736",8467.6187768344,8183.40107545635,7665.24983040506,6619.43207631155,7493.18245939393
"0.0002933324",8317.61992088882,7950.87591695,8090.94134807485,6212.64988750442,7935.59383419528
"0.000321932",7889.81937305722,7804.54975132611,7124.73889653095,6524.46788713837,7865.76620206477
"0.0003533199",8683.16838809446,7773.13079650054,7796.8013671254,6570.14821250407,8107.31681093928
"0.0003877682",8341.74036526026,7437.0959899227,7568.96184265828,7398.60832279748,7825.99325360016
"0.0004255751",8017.64204926449,7520.10250029486,7436.46623515908,6258.9547978253,8754.18442006972
"0.0004670682",8341.05465948588,7634.7020345963,8028.75186339192,6496.15181705201,8107.84534054464
"0.0005126067",8001.97096118924,8657.07102802645,6944.56778573292,7258.95289907679,7927.03980109426
"0.0005625852",8746.92840546913,7417.75516605502,7728.63040736193,7347.14073654196,7872.43274621246
"0.0006174366",8079.87711235041,7144.19217215543,7200.35370455047,6435.6175918938,7692.83315505632
"0.0006776359",8369.15840632096,7515.51962609177,7645.32156779327,6623.93577464116,8026.71491888171
"0.0007437046",7632.9216656412,7018.5204943738,7242.23795229682,6989.89741023155,7755.69623104292
"0.0008162149",8009.62285699199,7058.6295172632,7998.94470768417,6777.8880311101,7642.14555254311
"0.0008957948",8239.05659436416,6984.61026301769,7236.35992176536,6335.67424116733,7869.24223476456
"0.0009831337",6635.05285016194,8033.63944504794,7318.2116882923,7371.92976145829,8098.75951403172
"0.001078988",8471.0817741714,8585.47872201332,6673.14595371114,7317.29798640917,9011.77724211953
"0.001184188",7838.10725721539,7499.61052415772,6985.8394534507,7136.3969198033,7888.95186095621
"0.0012996449",7560.7915127324,6898.69002172903,6379.67917383474,6841.57675780474,7717.62708330766
"0.0014263586",8057.47908201748,8234.63858563186,7692.95245529108,7605.18277766778,7804.75821878366
"0.0015654269",7396.55741317386,7708.10560831326,8475.24423482488,6620.57067713751,7568.95235206554
"0.001718054",8422.61982697953,7451.23057382796,7664.96848043834,7059.04888800453,8088.98609119675
"0.0018855622",7081.8634017966,8042.43401060273,7907.56672102154,7243.68951720509,7153.68907482667
"0.0020694022",8012.55491449112,7698.81349114263,7110.44171667748,7719.29662713114,8403.31659516723
"0.0022711663",7075.53757610773,7743.24581971792,8326.44783308059,7559.366997294,7702.80697311026
"0.0024926022",7330.85542248304,7824.09596260969,7945.26135759587,7050.38042653034,7580.67382287013
"0.0027356279",8328.22088417466,8020.16319149446,6950.39545439326,6702.32249818701,7619.1843881158
"0.0030023482",8205.96358780779,7512.48950460416,7242.19357893651,6568.3135352778,8121.19241569801
"0.0032950735",7928.14829818652,6760.01874242056,7641.55264287653,7282.4328658821,8121.72569662664
"0.0036163391",7791.81004631626,8412.64081096516,8000.98441748825,7452.78075745662,7861.20039856912
"0.0039689277",7755.81140867842,7922.28086201017,6834.82000067742,6637.03762030668,8088.12638721096
"0.0043558932",7670.18325106844,7657.44668952489,7869.04842656523,7126.48140364576,7700.71682424318
"0.0047805874",7799.35593195212,6415.29795869004,7041.41252897788,6781.06438786263,8083.17547325494
"0.0052466888",6957.16498079557,8049.03583245466,7093.02355815528,6662.55137257198,8053.62031073902
"0.0057582345",8427.96669533879,7149.45062794618,7216.14920163078,6935.94822208095,7788.05627237883
"0.0063196552",6528.02503948966,7790.80836367284,7202.88362337294,6906.77861785734,8564.76102069711
"0.0069358138",8185.84347067334,6614.6917956305,6554.93188442989,7110.29824664666,7988.33023277355
"0.0076120471",7133.20299984147,6849.4798526734,7422.54589105383,5792.81367798734,7549.43331107834
"0.0083542123",7760.95919004774,7068.37637937583,6857.21589099204,6885.18193981643,7807.12313430083
"0.0091687377",7747.72774475111,6777.50049808501,7333.51732916127,6698.03379039175,8271.42456376891
"0.0100626783",7866.24775860708,7202.14822860637,6968.56500904465,7312.24270500925,7600.11706833967
"0.011043777",7609.22699574289,6963.98082992968,6796.68553140222,6881.5828666945,8450.49560525962
"0.0121205316",7662.48214923801,8299.75558788359,6928.83198539034,6354.97950263292,8021.88080584544
"0.0133022685",6594.68382694878,6897.6681786657,7446.39658597644,6401.4163442968,7278.18988529676
"0.0145992232",6936.70942840355,7424.79999014005,6912.138687511,6747.98421941545,6273.40863263946
"0.0160226294",6871.38836055351,7148.82201355619,7593.78409570837,6619.1616950711,6593.28631971692
"0.017584816",6204.57087049609,6932.75800513008,7389.03162092446,6437.33110587055,7216.43093263365
"0.0192993139",6582.30666583721,6707.40600818298,6078.19557661071,5236.28302579944,7388.9927651588
"0.0211809732",5976.44399544577,5993.04856875456,6547.38057220545,5869.92105857059,7254.10764086787
"0.0232460919",5751.41483339182,6172.1263630328,5298.69284172865,5918.92809793753,6258.71609994182
"0.0255125572",5697.29675971839,6468.40870736154,5952.23930221835,6242.6658887005,6276.73215630637
"0.028",5591.24950103122,5480.52530220194,4971.7245269665,6040.37288721763,5974.91505979833
