"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"0.0008499481",3065.89494485092,3238.19674202361,3169.76372533591,3487.16924349886,3345.56255983741,3039.85577194944,3196.49161349787,3070.80330974443,3214.9202206902,2499.99892417543
"0.000932817",2635.1558410713,3515.5320326204,3017.46588524816,3109.47078736299,3216.05762159481,2870.23952804558,3076.22901968819,3212.50423284636,3139.70613962102,2854.81881375418
"0.0010237655",3206.73790503021,3175.60780708183,3219.6575877229,3271.92183768381,3507.85026600983,2978.25406157667,2921.78356540865,3620.44423229306,3013.3479881028,2815.06276965966
"0.0011235814",3030.31836714082,2914.47812865886,3080.54843566483,3065.90389221995,3001.07317430447,3007.53295864475,2954.52883105056,3234.59927519683,3649.07095942605,2676.93032659803
"0.0012331291",3112.98068335738,3210.5146426595,3222.26468537185,3329.06318462686,3273.33846939154,3325.8831128489,2962.49391306461,2842.31308613187,3042.14248728919,2706.38394577169
"0.0013533577",3017.6571678537,3334.21155904634,3136.91708421998,3476.05773522977,3203.43778716553,2899.40518551893,3505.72024416427,3273.32218379805,3207.16783969547,2696.20092480788
"0.0014853084",3196.5500907486,3230.23636798828,3046.04592045368,3435.10467154935,3259.17142746788,2879.0092918603,3307.85063697976,3148.9731245829,3178.70073340982,2788.13394883855
"0.0016301242",3300.36428985317,3449.40408942036,3495.36464811398,3051.96369617321,3232.31639859812,2853.14165511971,2915.5899047189,2828.92841991553,3289.62328467004,2713.10554430737
"0.0017890593",3141.38055521635,3219.50859010886,3354.76979126974,3298.3049478112,3448.40154451713,3160.83252548949,3277.9951469117,2993.63477570053,3037.45027920387,2563.57739351091
"0.0019634903",2586.06529812867,3156.54166647074,3062.54752266817,3804.47279207389,3337.00517433982,2792.16441220413,3228.99857797117,3501.5143418888,3157.0369307525,2615.52261770107
"0.0021549282",2953.97573407406,3159.97191809229,3612.63092117214,3053.5424699653,3375.25090742236,3448.32567112657,3432.67220027358,3331.64911388737,3090.20718420571,2793.71274969765
"0.0023650311",3093.1297210426,3132.25707573444,3518.43010213225,3210.44710264906,3126.28968163978,2709.71450157136,3485.05552002306,3333.61334094311,3201.07407738236,2643.33263108084
"0.0025956187",3290.52118248184,3330.19653665463,3302.21450054019,3358.63994073177,3459.59190845568,3440.74667422051,3271.55499071904,3383.39379343654,3465.18934983133,2915.90482917301
"0.0028486883",2961.7420783306,3308.39048099606,3287.74993202895,3043.12165140372,3268.54627239617,3060.93644100714,3033.05491749667,3414.9970749812,3169.30211424455,2886.1424948765
"0.0031264319",2673.91160509193,3210.44785526474,3678.6087261374,3484.46104812563,3137.8166917474,3414.9460866661,3151.74492487896,3517.33186054164,3411.92197571521,2978.75313215075
"0.0034312551",2770.91402392403,3320.95615605374,3205.87342701834,3315.03315308426,3138.37445993283,2821.71897301882,3196.02984441598,3000.47878401565,3123.39481137644,2993.98584063411
"0.0037657982",2952.9908913382,3355.7345155909,3173.95245679941,3491.7926005656,3553.00520878722,2923.96326797348,3266.59752913832,3280.26207171406,2845.1185499325,3080.26438970452
"0.0041329589",2785.58805484378,3345.31825617037,3389.36184726166,3480.32268806322,3423.54699596886,3124.65200988355,2844.99373638739,3254.53289380652,3482.93638084186,2719.66653982205
"0.0045359173",2826.62099687635,3196.86578146608,3399.6159784855,3454.18443124803,3385.96122565131,3215.09721982543,3321.48380838511,3189.48548107693,3051.18109308069,2909.28188703294
"0.0049781637",3106.76630131741,3237.14018737797,3227.0590884426,3202.07862078655,3327.15431754496,3214.67211244065,3032.83539764976,3387.40388956035,3518.2266327438,2885.46700885233
"0.0054635285",2995.82472055435,3399.08624958064,3644.67601020533,3565.40701723926,3092.32567849272,3000.80536029851,3110.45275413033,3099.86974059636,3346.86896105269,2962.72898448742
"0.0059962158",2744.4493118013,3183.10352256517,3397.32059230487,3475.91834929023,3213.3501853982,3268.84240530362,3160.68887522378,3284.12722669179,3023.53023758588,3104.59379176144
"0.0065808394",3037.36364464109,3354.52022776041,3654.19046876062,3542.93056053258,3463.90583348602,3581.33158451456,3193.96359057419,3008.59568663954,2942.67496458011,2940.50350644213
"0.0072224631",3193.1720455971,3158.54284491443,3168.74346567812,3413.79165390307,3200.3617481033,2903.66086693602,2804.00009485454,3168.31444663649,3116.11919460492,2749.07802697552
"0.0079266443",2930.89881442182,3170.58217691539,3595.71067521874,3330.11379296938,2958.12020806974,2981.03746211238,2989.55863488913,3065.07530978784,2690.20979463995,2996.30045912933
"0.0086994824",2890.06637829,3528.03352698678,3491.2153704048,3189.35946465626,3403.98520544013,3132.24119673834,3242.97472517112,3245.49915140499,3123.5145218542,2898.81972944043
"0.0095476712",2905.61097721653,3122.10489048656,3608.1387251745,3425.81972353774,3144.11812339994,3044.97836026711,3019.51036553742,3325.45905274704,3492.62187073071,3137.84914515542
"0.0104785573",2896.7101239419,3361.77865692155,3108.04763483468,3346.79200661704,3464.52960086128,3505.54240580045,3039.03854557862,3066.30731223132,3290.00901344599,3104.33491392905
"0.0115002037",3242.88320996132,3264.75963364891,2956.56708302468,3033.84456894928,3050.08490461008,3249.94856074855,3112.33208787329,3084.33561267033,2913.72259048263,3170.19896733053
"0.0126214594",3031.15677696622,3505.54100478013,3200.46780042898,3375.17158316613,3026.20122480858,2962.98316757489,2732.97428175453,3035.5344879438,3463.62623628719,3053.41555236924
"0.0138520361",2613.44426502087,3415.48815452089,3230.9941745159,3323.97217862481,3180.48961103989,3022.20099604143,2798.82382759503,2800.36080065038,3114.90258524542,2852.46647572959
"0.0152025925",3002.22703500923,2947.73972391975,3261.93496735917,3512.24058837236,3211.23573704168,3246.42416583727,3144.03495790192,3337.04569776371,2981.16794654065,2851.76524595892
"0.0166848265",3309.22135640794,3290.81418830219,3115.65561840786,3092.26279233454,3088.49233477871,3086.9539077831,2724.11430063904,3241.22058382167,3068.34387012678,2562.449957988
"0.0183115765",2926.70838290014,3065.9396890985,3027.26188800259,2993.31445745452,3124.29187290784,2779.0890524624,3467.05928781917,2975.73888473695,3218.96042538143,2970.02104499509
"0.0200969326",2857.0670933817,3157.71594930461,3065.44721749933,3318.79424730798,3038.05015310318,3122.60970187933,3244.86920040518,3391.52807614146,3061.29615178748,2888.68180471044
"0.0220563587",3263.19274453424,3206.90335855187,3088.92889887766,3204.63921308131,3175.5067039553,3411.28591214234,2873.5901850373,2929.78376734096,3223.19452412304,2659.78637901001
"0.0242068265",2902.33435200288,2964.82882414917,3072.04687495627,2944.27012902422,3073.1955930378,2916.92247432492,3135.85201696141,2921.48558873551,3178.99277570159,2685.91505149434
"0.0265669622",2800.13580530746,2930.47990886193,3040.56966235682,2773.7678081065,3155.05972127301,3059.15744854378,2893.03284036748,2874.55505316097,2962.1959593401,2873.2361892162
"0.0291572082",2900.80629238991,2985.85863361554,2963.50531599894,2938.43534019212,2831.095699969,2552.4611047663,2865.04243850806,2854.73259723057,3052.19965533071,2784.34725331215
"0.032",2879.43984370232,3004.26999063262,3089.42161680532,2872.88679577951,3182.07557096614,2672.04040080278,2981.00006821545,3193.72242393115,3260.90162305692,2689.39695950761
