"","V1","V2","V3","V4","V5"
"2.5e-06",6392.11839291633,6426.77124754783,6651.48613149957,6513.89656254189,6446.9699674852
"2.7437e-06",6392.11839291633,6426.77124754783,6651.48613149957,6513.89656254189,6446.9699674852
"3.0113e-06",6392.11839291633,6426.77124754783,6651.48613149957,6513.89656254189,6446.9699674852
"3.3049e-06",6392.11839291633,6426.77124754783,6651.48613149957,6513.89656254189,6446.9699674852
"3.6271e-06",6392.11839291633,6426.77124754783,6651.48613149957,6513.89656254189,6446.9699674852
"3.9807e-06",6392.11839291633,6426.77124754783,6651.48613149957,6513.89656254189,6446.9699674852
"4.3688e-06",6392.11839291633,6426.77124754783,6651.48613149957,6513.89656254189,6446.9699674852
"4.7948e-06",6392.11839291633,6426.77124754783,6651.48613149957,6513.89656254189,6446.9699674852
"5.2623e-06",6392.11839291633,6426.77124754783,6651.48613149957,6513.89656254189,6446.9699674852
"5.7753e-06",6392.11839291633,6426.77124754783,6651.48613149957,6513.89656254189,6446.9699674852
"6.3384e-06",6031.241639503,6467.56450013127,6831.0059377237,6494.32300929307,6210.11629618235
"6.9564e-06",6031.241639503,6467.56450013127,6831.0059377237,6494.32300929307,6210.11629618235
"7.6346e-06",6031.241639503,6467.56450013127,6831.0059377237,6494.32300929307,6210.11629618235
"8.379e-06",6031.241639503,6467.56450013127,6831.0059377237,6494.32300929307,6210.11629618235
"9.1959e-06",6031.241639503,6467.56450013127,6831.0059377237,6494.32300929307,6210.11629618235
"1.00925e-05",6031.241639503,6467.56450013127,6831.0059377237,6494.32300929307,6210.11629618235
"1.10766e-05",6031.241639503,6467.56450013127,6831.0059377237,6494.32300929307,6210.11629618235
"1.21565e-05",6031.241639503,6467.56450013127,6831.0059377237,6494.32300929307,6210.11629618235
"1.33417e-05",6031.241639503,6467.56450013127,6831.0059377237,6494.32300929307,6210.11629618235
"1.46426e-05",6031.241639503,6467.56450013127,6831.0059377237,6494.32300929307,6210.11629618235
"1.60702e-05",6804.30509903513,6674.61398419523,7552.35974355812,6447.96743980812,6682.19303126499
"1.7637e-05",6804.30509903513,6674.61398419523,7552.35974355812,6447.96743980812,6682.19303126499
"1.93566e-05",6804.30509903513,6674.61398419523,7552.35974355812,6447.96743980812,6682.19303126499
"2.12438e-05",6804.30509903513,6674.61398419523,7552.35974355812,6447.96743980812,6682.19303126499
"2.33151e-05",6804.30509903513,6674.61398419523,7552.35974355812,6447.96743980812,6682.19303126499
"2.55883e-05",6804.30509903513,6674.61398419523,7552.35974355812,6447.96743980812,6682.19303126499
"2.80831e-05",6804.30509903513,6674.61398419523,7552.35974355812,6447.96743980812,6682.19303126499
"3.08212e-05",6804.30509903513,6674.61398419523,7552.35974355812,6447.96743980812,6682.19303126499
"3.38262e-05",6804.30509903513,6674.61398419523,7552.35974355812,6447.96743980812,6682.19303126499
"3.71242e-05",6804.30509903513,6674.61398419523,7552.35974355812,6447.96743980812,6682.19303126499
"4.07438e-05",5959.73695364623,6345.90612423795,7310.81039285593,6009.13244529756,6267.93860186031
"4.47162e-05",5959.73695364623,6345.90612423795,7310.81039285593,6009.13244529756,6267.93860186031
"4.9076e-05",5959.73695364623,6345.90612423795,7310.81039285593,6009.13244529756,6267.93860186031
"5.38609e-05",5959.73695364623,6345.90612423795,7310.81039285593,6009.13244529756,6267.93860186031
"5.91122e-05",5959.73695364623,6345.90612423795,7310.81039285593,6009.13244529756,6267.93860186031
"6.48756e-05",5959.73695364623,6345.90612423795,7310.81039285593,6009.13244529756,6267.93860186031
"7.12009e-05",5959.73695364623,6345.90612423795,7310.81039285593,6009.13244529756,6267.93860186031
"7.81429e-05",5959.73695364623,6345.90612423795,7310.81039285593,6009.13244529756,6267.93860186031
"8.57617e-05",5959.73695364623,6345.90612423795,7310.81039285593,6009.13244529756,6267.93860186031
"9.41234e-05",5959.73695364623,6345.90612423795,7310.81039285593,6009.13244529756,6267.93860186031
"0.0001033003",6275.30800373834,6186.6477361646,6604.39045414091,6383.12571073915,6034.34374495748
"0.000113372",6275.30800373834,6186.6477361646,6604.39045414091,6383.12571073915,6034.34374495748
"0.0001244256",6275.30800373834,6186.6477361646,6604.39045414091,6383.12571073915,6034.34374495748
"0.0001365569",6275.30800373834,6186.6477361646,6604.39045414091,6383.12571073915,6034.34374495748
"0.0001498711",6275.30800373834,6186.6477361646,6604.39045414091,6383.12571073915,6034.34374495748
"0.0001644833",6275.30800373834,6186.6477361646,6604.39045414091,6383.12571073915,6034.34374495748
"0.0001805202",6275.30800373834,6186.6477361646,6604.39045414091,6383.12571073915,6034.34374495748
"0.0001981207",6275.30800373834,6186.6477361646,6604.39045414091,6383.12571073915,6034.34374495748
"0.0002174373",6275.30800373834,6186.6477361646,6604.39045414091,6383.12571073915,6034.34374495748
"0.0002386371",6275.30800373834,6186.6477361646,6604.39045414091,6383.12571073915,6034.34374495748
"0.0002619039",6231.43483051453,6587.798905145,6800.50173083454,6778.93689270304,6277.11336230302
"0.0002874392",6231.43483051453,6587.798905145,6800.50173083454,6778.93689270304,6277.11336230302
"0.0003154642",6231.43483051453,6587.798905145,6800.50173083454,6778.93689270304,6277.11336230302
"0.0003462216",6231.43483051453,6587.798905145,6800.50173083454,6778.93689270304,6277.11336230302
"0.0003799778",6231.43483051453,6587.798905145,6800.50173083454,6778.93689270304,6277.11336230302
"0.0004170251",6231.43483051453,6587.798905145,6800.50173083454,6778.93689270304,6277.11336230302
"0.0004576846",6231.43483051453,6587.798905145,6800.50173083454,6778.93689270304,6277.11336230302
"0.0005023083",6231.43483051453,6587.798905145,6800.50173083454,6778.93689270304,6277.11336230302
"0.0005512827",6231.43483051453,6587.798905145,6800.50173083454,6778.93689270304,6277.11336230302
"0.0006050321",6178.53322307075,6587.798905145,6800.50173083454,6778.93689270304,6171.74490708746
"0.0006640219",5957.77330718813,6340.40889475704,6699.36350503917,6909.61790197005,6472.16405118249
"0.0007287633",5957.77330718813,6530.44890525022,6659.2494847156,6909.61790197005,6472.16405118249
"0.0007998168",5812.65170804897,6558.11968851628,6659.2494847156,6551.80832197679,6468.78178760902
"0.0008777979",6537.23716132833,6413.73367285955,6659.2494847156,7031.2663324258,6468.78178760902
"0.0009633821",6208.04236243555,6604.28232419869,6659.2494847156,7344.63344214564,6068.92631909958
"0.0010573107",5829.01444643139,6521.92576741727,6659.2494847156,6928.73432227809,6073.09562851974
"0.0011603972",6191.85619256328,6712.16440480084,6619.04600001013,6485.04996929756,6530.336091908
"0.0012735345",6742.35379208838,6404.60136474315,6451.4205221822,6292.1576223749,6562.87147650197
"0.0013977025",6612.27611219661,5826.27480718573,6345.77021605724,6428.16340956708,6125.20077914679
"0.0015339768",5938.4105746157,6031.57695141046,6436.15902879043,6130.03412054382,5944.92584797019
"0.0016835377",6489.22296304421,6509.31084340778,7533.31925215284,6517.64938793173,6407.19074393829
"0.0018476805",6679.62410924366,6388.37217446344,7258.35857280336,6489.59044217564,6352.25060932328
"0.0020278271",6283.44685432538,6029.49611793297,6565.83061940078,6395.93195628911,6288.59513262639
"0.0022255377",5874.67991407142,6260.72945046246,6250.23223157851,6056.92568640088,6505.91982817343
"0.0024425249",6186.5553602344,6193.41777206053,6484.23867638231,6694.83344769349,6138.68291424481
"0.0026806681",6434.73772192477,6135.22431657953,6145.5811746689,6596.98685740911,6291.98033564364
"0.0029420299",6107.79574376719,6046.2998168853,6280.25729553325,6406.19315222483,6153.84295906547
"0.0032288742",7012.87433422386,6042.16004637101,6395.31683479315,6266.94650352174,6042.54790888978
"0.0035436854",6447.88581124021,5936.38505525796,7153.70137456009,6653.29467424597,5563.98838218452
"0.0038891904",6520.72196942264,6008.62105540537,7119.7961479053,6095.01073607848,5598.34161290351
"0.0042683816",6338.53485709172,7004.10495519279,6062.50844568043,6162.83222776619,6378.5976493946
"0.0046845436",6106.91035869889,6497.72632671886,6101.6518997413,5970.58157073653,6165.93922574636
"0.0051412808",6326.26430471732,6855.95544491286,6238.87477871128,6019.36253669344,5931.18582651009
"0.0056425493",6938.24448660837,6913.49702943736,6657.53457753289,6122.79503302432,5784.30970265482
"0.0061926909",6305.10816368937,6665.0061841759,6759.06385177789,5930.44268057769,5500.63823710388
"0.0067964706",6423.74087463914,6607.21338266219,6198.9614286112,5855.10853291698,5919.87908799375
"0.0074591181",6022.86929141806,6551.73019501807,6807.56831517643,5584.34508847648,5660.64761844766
"0.0081863729",5769.10350769798,6654.13608334713,6844.85432992758,6229.35691003662,5963.20698475262
"0.0089845342",6384.2661960559,6353.00350814219,6598.13840159687,6444.09249576254,5938.0278915126
"0.0098605151",6886.04861138273,6796.58141651974,6853.22933789964,6740.1049752496,5766.25897142463
"0.0108219032",6028.2926967208,6143.35503975112,6197.65243398392,5980.43742370443,5580.99546451239
"0.0118770254",6477.22246050754,6016.59836595627,6825.52246542033,6666.98554801783,5676.113641611
"0.0130350207",6671.36573695405,6166.75669282651,6942.5943235179,6207.65678497605,5727.50167733371
"0.0143059191",7503.67558221493,5956.26423761697,6411.09457955859,6593.94048478176,6094.64771822279
"0.0157007286",7721.45763984584,6601.15413509514,6509.22576268613,5453.50744524502,6397.80615293414
"0.0172315303",7179.64021143761,6439.4308543354,6822.73315369918,5493.74701292416,6332.35438661488
"0.0189115832",6805.99810355288,6190.79334760848,6423.96650632374,5732.93163083844,6013.57793615835
"0.0207554392",6542.20187266944,6300.30347682466,6806.54484770617,5585.9977434661,5990.47635255689
"0.0227790689",6575.88807020077,6163.93988552357,6800.22057314982,5861.92667369368,5482.12734691091
"0.025",6905.30030478212,6385.43011321653,6388.2525112773,5545.4672274649,5714.46876793289
