"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",1,13,2,4,0.2,0.866666666666667,0.0808452083454443
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",2,10,5,3,0.4,0.666666666666667,0.0605227532668802
"casebase.lambda.min1se",3,8,7,2,0.6,0.533333333333333,0.115470053837925
"cox",2,10,5,3,0.4,0.666666666666667,0.0605227532668802
