"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",4,6,9,1,0.8,0.4,0.181568259800641
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",2,11,4,3,0.4,0.733333333333333,0.125988157669742
"casebase.lambda.min0.5se",4,3,12,1,0.8,0.2,0
"casebase.lambda.min1se",4,3,12,1,0.8,0.2,0
"cox",3,8,7,2,0.6,0.533333333333333,0.115470053837925
