"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",1,15,0,4,0.2,1,0.397359707119513
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",1,11,4,4,0.2,0.733333333333333,-0.0666666666666667
"casebase.lambda.min1se",2,9,6,3,0.4,0.6,0
"cox",4,8,7,1,0.8,0.533333333333333,0.29012942659283
