"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,14,1,3,0.4,0.933333333333333,0.404226041727222
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",2,13,2,3,0.4,0.866666666666667,0.288675134594813
"casebase.lambda.min1se",2,13,2,3,0.4,0.866666666666667,0.288675134594813
"cox",3,7,8,2,0.6,0.466666666666667,0.0580258853185659
