"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,13,2,3,0.4,0.866666666666667,0.288675134594813
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",1,15,0,4,0.2,1,0.397359707119513
"casebase.lambda.min0.5se",2,13,2,3,0.4,0.866666666666667,0.288675134594813
"casebase.lambda.min1se",5,2,13,0,1,0.133333333333333,0.192450089729875
"cox",2,11,4,3,0.4,0.733333333333333,0.125988157669742
