"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,15,0,3,0.4,1,0.577350269189626
"casebase.lambda.1se",0,15,0,5,0,1,NA
"casebase.lambda.0.5se",0,15,0,5,0,1,NA
"casebase.lambda.min0.5se",2,11,4,3,0.4,0.733333333333333,0.125988157669742
"casebase.lambda.min1se",3,9,6,2,0.6,0.6,0.174077655955698
"cox",2,10,5,3,0.4,0.666666666666667,0.0605227532668802
