"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",16,822,158,4,0.8,0.838775510204082,0.23589114878418
"cox.lambda.min",17,930,50,3,0.85,0.948979591836735,0.447389202910854
"cens.prop",0.3075,0.425,0.2675,0,0,0,0
