"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",20,443,537,0,1,0.452040816326531,0.127401994061001
"cox.lambda.min",17,929,51,3,0.85,0.947959183673469,0.443758107276358
"cens.prop",0.2725,0.4775,0.25,0,0,0,0
