"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",6,974,6,14,0.3,0.993877551020408,0.377855155733475
"cox.lambda.min",12,918,62,8,0.6,0.936734693877551,0.287055816302111
"cens.prop",0.2925,0.42,0.2875,0,0,0,0
