"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",13,857,123,7,0.65,0.874489795918367,0.214209512854285
"cox.lambda.min",15,919,61,5,0.75,0.937755102040816,0.363344905073885
"cens.prop",0.29,0.4,0.31,0,0,0,0
