"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",11,954,26,9,0.55,0.973469387755102,0.388244506630453
"cox.lambda.min",12,928,52,8,0.6,0.946938775510204,0.312851929863294
"cens.prop",0.3,0.4025,0.2975,0,0,0,0
