"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",11,733,247,9,0.55,0.747959183673469,0.0953395298199296
"cox.lambda.min",16,926,54,4,0.8,0.944897959183673,0.408727939442016
"cens.prop",0.325,0.395,0.28,0,0,0,0
