"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,980,0,18,0.1,1,0.313363036725092
"cox.lambda.min",16,927,53,4,0.8,0.945918367346939,0.412021568513188
"cens.prop",0.305,0.4675,0.2275,0,0,0,0
