"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",7,970,10,13,0.35,0.989795918367347,0.36799758947418
"cox.lambda.min",15,916,64,5,0.75,0.93469387755102,0.355370292224388
"cens.prop",0.3,0.4375,0.2625,0,0,0,0
