"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",20,507,473,0,1,0.51734693877551,0.144871340944296
"cox.lambda.min",13,929,51,7,0.65,0.947959183673469,0.342035878544571
"cens.prop",0.505,0.29,0.205,0,0,0,0
