"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",17,851,129,3,0.85,0.868367346938775,0.28481919582472
"cox.lambda.min",16,926,54,4,0.8,0.944897959183673,0.408727939442016
"cens.prop",0.45,0.345,0.205,0,0,0,0
