"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",8,978,2,12,0.4,0.997959183673469,0.559949639930132
"cox.lambda.min",15,934,46,5,0.75,0.953061224489796,0.411266626009778
"cens.prop",0.4925,0.295,0.2125,0,0,0,0
