"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",5,966,14,15,0.25,0.985714285714286,0.241714462158977
"cox.lambda.min",16,932,48,4,0.8,0.951020408163265,0.429587724588403
"cens.prop",0.495,0.34,0.165,0,0,0,0
