"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",19,598,382,1,0.95,0.610204081632653,0.160025320962029
"cox.lambda.min",11,929,51,9,0.55,0.947959183673469,0.289084308000412
"cens.prop",0.52,0.2525,0.2275,0,0,0,0
