"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",5,968,12,15,0.25,0.987755102040816,0.257487802845297
"cox.lambda.min",11,940,40,9,0.55,0.959183673469388,0.32402932145361
"cens.prop",0.5425,0.2575,0.2,0,0,0,0
