"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",0,980,0,20,0,1,NA
"cox.lambda.min",16,922,58,4,0.8,0.940816326530612,0.396202514515842
"cens.prop",0.5075,0.325,0.1675,0,0,0,0
