"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",10,933,47,10,0.5,0.952040816326531,0.27296842379422
"cox.lambda.min",17,934,46,3,0.85,0.953061224489796,0.462739552414819
"cens.prop",0.5025,0.32,0.1775,0,0,0,0
