"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",6,977,3,14,0.3,0.996938775510204,0.44018664989293
"cox.lambda.min",14,931,49,6,0.7,0.95,0.374542687278576
"cens.prop",0.5025,0.335,0.1625,0,0,0,0
