"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",3,978,2,17,0.15,0.997959183673469,0.293679356360596
"cox.lambda.min",11,918,62,9,0.55,0.936734693877551,0.261950385486902
"cens.prop",0.495,0.29,0.215,0,0,0,0
