"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",10,5,5,0,1,0.5,0.577350269189626
"casebase.lambda.1se",7,7,3,3,0.7,0.7,0.4
"casebase.lambda.0.5se",7,6,4,3,0.7,0.6,0.301511344577764
"casebase.lambda.min0.5se",10,4,6,0,1,0.4,0.5
"casebase.lambda.min1se",10,2,8,0,1,0.2,0.333333333333333
"cox",10,2,8,0,1,0.2,0.333333333333333
