"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",4,6,4,6,0.4,0.6,0
"casebase.lambda.1se",3,9,1,7,0.3,0.9,0.25
"casebase.lambda.0.5se",3,9,1,7,0.3,0.9,0.25
"casebase.lambda.min0.5se",5,5,5,5,0.5,0.5,0
"casebase.lambda.min1se",5,4,6,5,0.5,0.4,-0.100503781525921
"cox",3,8,2,7,0.3,0.8,0.115470053837925
