"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",3,7,3,7,0.3,0.7,0
"casebase.lambda.1se",1,10,0,9,0.1,1,0.229415733870562
"casebase.lambda.0.5se",1,9,1,9,0.1,0.9,0
"casebase.lambda.min0.5se",3,3,7,7,0.3,0.3,-0.4
"casebase.lambda.min1se",4,3,7,6,0.4,0.3,-0.301511344577764
"cox",3,7,3,7,0.3,0.7,0
