"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",5,8,2,5,0.5,0.8,0.314485451016575
"casebase.lambda.1se",1,10,0,9,0.1,1,0.229415733870562
"casebase.lambda.0.5se",2,10,0,8,0.2,1,0.333333333333333
"casebase.lambda.min0.5se",6,5,5,4,0.6,0.5,0.100503781525921
"casebase.lambda.min1se",7,4,6,3,0.7,0.4,0.104828483672192
"cox",6,8,2,4,0.6,0.8,0.408248290463863
