"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",8,3,7,2,0.8,0.3,0.115470053837925
"casebase.lambda.1se",0,10,0,10,0,1,NA
"casebase.lambda.0.5se",1,7,3,9,0.1,0.7,-0.25
"casebase.lambda.min0.5se",10,2,8,0,1,0.2,0.333333333333333
"casebase.lambda.min1se",10,1,9,0,1,0.1,0.229415733870562
"cox",5,4,6,5,0.5,0.4,-0.100503781525921
