"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,5,5,8,0.2,0.5,-0.314485451016575
"casebase.lambda.1se",2,7,3,8,0.2,0.7,-0.115470053837925
"casebase.lambda.0.5se",2,7,3,8,0.2,0.7,-0.115470053837925
"casebase.lambda.min0.5se",4,5,5,6,0.4,0.5,-0.100503781525921
"casebase.lambda.min1se",5,5,5,5,0.5,0.5,0
"cox",7,2,8,3,0.7,0.2,-0.115470053837925
