"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",4,9,1,6,0.4,0.9,0.346410161513775
"casebase.lambda.1se",2,10,0,8,0.2,1,0.333333333333333
"casebase.lambda.0.5se",3,10,0,7,0.3,1,0.420084025208403
"casebase.lambda.min0.5se",8,6,4,2,0.8,0.6,0.408248290463863
"casebase.lambda.min1se",9,5,5,1,0.9,0.5,0.436435780471985
"cox",5,7,3,5,0.5,0.7,0.204124145231932
