"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",2,5,5,8,0.2,0.5,-0.314485451016575
"casebase.lambda.1se",0,8,2,10,0,0.8,-0.333333333333333
"casebase.lambda.0.5se",0,8,2,10,0,0.8,-0.333333333333333
"casebase.lambda.min0.5se",4,4,6,6,0.4,0.4,-0.2
"casebase.lambda.min1se",4,4,6,6,0.4,0.4,-0.2
"cox",4,4,6,6,0.4,0.4,-0.2
