"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",5,4,6,5,0.5,0.4,-0.100503781525921
"casebase.lambda.1se",4,8,2,6,0.4,0.8,0.218217890235992
"casebase.lambda.0.5se",4,4,6,6,0.4,0.4,-0.2
"casebase.lambda.min0.5se",7,4,6,3,0.7,0.4,0.104828483672192
"casebase.lambda.min1se",8,3,7,2,0.8,0.3,0.115470053837925
"cox",8,5,5,2,0.8,0.5,0.314485451016575
