"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",5,6,4,5,0.5,0.6,0.100503781525921
"casebase.lambda.1se",5,6,4,5,0.5,0.6,0.100503781525921
"casebase.lambda.0.5se",5,6,4,5,0.5,0.6,0.100503781525921
"casebase.lambda.min0.5se",8,4,6,2,0.8,0.4,0.218217890235992
"casebase.lambda.min1se",8,3,7,2,0.8,0.3,0.115470053837925
"cox",6,6,4,4,0.6,0.6,0.2
