"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",4,5,5,6,0.4,0.5,-0.100503781525921
"casebase.lambda.1se",1,10,0,9,0.1,1,0.229415733870562
"casebase.lambda.0.5se",3,7,3,7,0.3,0.7,0
"casebase.lambda.min0.5se",5,3,7,5,0.5,0.3,-0.204124145231932
"casebase.lambda.min1se",5,3,7,5,0.5,0.3,-0.204124145231932
"cox",7,7,3,3,0.7,0.7,0.4
