"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",1,6,4,9,0.1,0.6,-0.346410161513775
"casebase.lambda.1se",0,9,1,10,0,0.9,-0.229415733870562
"casebase.lambda.0.5se",0,8,2,10,0,0.8,-0.333333333333333
"casebase.lambda.min0.5se",3,6,4,7,0.3,0.6,-0.104828483672192
"casebase.lambda.min1se",3,6,4,7,0.3,0.6,-0.104828483672192
"cox",6,7,3,4,0.6,0.7,0.301511344577764
