"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",6,5,5,4,0.6,0.5,0.100503781525921
"casebase.lambda.1se",2,7,3,8,0.2,0.7,-0.115470053837925
"casebase.lambda.0.5se",2,7,3,8,0.2,0.7,-0.115470053837925
"casebase.lambda.min0.5se",9,3,7,1,0.9,0.3,0.25
"casebase.lambda.min1se",10,3,7,0,1,0.3,0.420084025208403
"cox",6,5,5,4,0.6,0.5,0.100503781525921
