"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",8,0,10,2,0.8,0,-0.333333333333333
"casebase.lambda.1se",4,4,6,6,0.4,0.4,-0.2
"casebase.lambda.0.5se",7,2,8,3,0.7,0.2,-0.115470053837925
"casebase.lambda.min0.5se",10,0,10,0,1,0,NA
"casebase.lambda.min1se",10,0,10,0,1,0,NA
"cox",4,1,9,6,0.4,0.1,-0.524142418360959
