"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",6,4,6,4,0.6,0.4,0
"casebase.lambda.1se",2,8,2,8,0.2,0.8,0
"casebase.lambda.0.5se",3,6,4,7,0.3,0.6,-0.104828483672192
"casebase.lambda.min0.5se",7,1,9,3,0.7,0.1,-0.25
"casebase.lambda.min1se",7,1,9,3,0.7,0.1,-0.25
"cox",4,4,6,6,0.4,0.4,-0.2
