"","TP","TN","FP","FN","Sensitivity","Specificity","MCC"
"casebase.lambda.min",5,3,7,5,0.5,0.3,-0.204124145231932
"casebase.lambda.1se",3,3,7,7,0.3,0.3,-0.4
"casebase.lambda.0.5se",4,3,7,6,0.4,0.3,-0.301511344577764
"casebase.lambda.min0.5se",7,1,9,3,0.7,0.1,-0.25
"casebase.lambda.min1se",8,0,10,2,0.8,0,-0.333333333333333
"cox",8,4,6,2,0.8,0.4,0.218217890235992
